"Winning.Percentage","Pk","DraftYr","MPG","salary","season","name","team","MPGcat.Winning.Percentage","MPGcat.Pk","MPGcat.DraftYr","MPGcat.MPG","MPGcat.salary","MPGcat.season","MPGcat.name","MPGcat.team"
0.671,28,2012,11.7,1129200,2015,"Perry Jones","Oklahoma City Thunder",0.671,28,2012,Low,1129200,2015,Perry Jones,Oklahoma City Thunder
0.512,29,2012,10.0,1120920,2015,"Marquis Teague","Memphis Grizzlies",0.512,29,2012,Low,1120920,2015,Marquis Teague,Memphis Grizzlies
0.890,30,2012,14.1,1112880,2015,"Festus Ezeli","Golden State Warriors",0.890,30,2012,Medium,1112880,2015,Festus Ezeli,Golden State Warriors
0.427,49,2012,14.2, 915243,2015,"Kyle O'Quinn","Orlando Magic",0.427,49,2012,Medium, 915243,2015,Kyle O'Quinn,Orlando Magic
0.402,39,2012,31.7, 915243,2015,"Khris Middleton","Milwaukee Bucks",0.402,39,2012,High, 915243,2015,Khris Middleton,Milwaukee Bucks
0.402,13,2012,19.3, 915243,2015,"Kendall Marshall","Milwaukee Bucks",0.402,13,2012,Medium, 915243,2015,Kendall Marshall,Milwaukee Bucks
0.512,34,2012,25.2, 915243,2015,"Jae Crowder","Dallas Mavericks",0.512,34,2012,High, 915243,2015,Jae Crowder,Dallas Mavericks
0.890,35,2012,28.5, 915243,2015,"Draymond Green","Golden State Warriors",0.890,35,2012,High, 915243,2015,Draymond Green,Golden State Warriors
0.537,40,2012,25.7, 915243,2015,"Will Barton","Portland Trail Blazers",0.537,40,2012,High, 915243,2015,Will Barton,Portland Trail Blazers
0.512,42,2012,12.7, 915243,2015,"Doron Lamb","Dallas Mavericks",0.512,42,2012,Medium, 915243,2015,Doron Lamb,Dallas Mavericks
0.207,60,2012,14.5, 915243,2015,"Robert Sacre","Los Angeles Lakers",0.207,60,2012,Medium, 915243,2015,Robert Sacre,Los Angeles Lakers
0.366,46,2012,19.8, 915243,2015,"Darius Miller","New Orleans Pelicans",0.366,46,2012,Medium, 915243,2015,Darius Miller,New Orleans Pelicans
0.354,58,2012,14.3, 880000,2015,"Robbie Hummel","Minnesota Timberwolves",0.354,58,2012,Medium, 880000,2015,Robbie Hummel,Minnesota Timberwolves
0.354,45,2012,17.4, 816482,2015,"Justin Hamilton","Minnesota Timberwolves",0.354,45,2012,Medium, 816482,2015,Justin Hamilton,Minnesota Timberwolves
0.512,33,2012, 8.3, 236886,2015,"Bernard James","Dallas Mavericks",0.512,33,2012,Low, 236886,2015,Bernard James,Dallas Mavericks
0.402,38,2012,13.5, 183049,2015,"Quincy Miller","Sacramento Kings",0.402,38,2012,Medium, 183049,2015,Quincy Miller,Sacramento Kings
0.391, 2,2013,33.0,5192520,2016,"Victor Oladipo","Orlando Magic",0.391, 2,2013,High,5192520,2016,Victor Oladipo,Orlando Magic
0.535, 3,2013,26.0,4662960,2016,"Otto Porter Jr.","Washington Wizards",0.535, 3,2013,High,4662960,2016,Otto Porter Jr.,Washington Wizards
0.512, 4,2013,22.2,4204200,2016,"Cody Zeller","Charlotte Hornets",0.512, 4,2013,Medium,4204200,2016,Cody Zeller,Charlotte Hornets
0.341, 5,2013,19.0,3807120,2016,"Alex Len","Phoenix Suns",0.341, 5,2013,Medium,3807120,2016,Alex Len,Phoenix Suns
0.357, 6,2013,22.4,3457800,2016,"Nerlens Noel","Philadelphia 76ers",0.357, 6,2013,Medium,3457800,2016,Nerlens Noel,Philadelphia 76ers
0.372, 7,2013,22.5,3156600,2016,"Ben McLemore","Sacramento Kings",0.372, 7,2013,Medium,3156600,2016,Ben McLemore,Sacramento Kings
0.467, 8,2013,29.1,2891760,2016,"Kentavious Caldwell-Pope","Detroit Pistons",0.467, 8,2013,High,2891760,2016,Kentavious Caldwell-Pope,Detroit Pistons
0.644, 9,2013,21.1,2658240,2016,"Trey Burke","Utah Jazz",0.644, 9,2013,Medium,2658240,2016,Trey Burke,Utah Jazz
0.413,10,2013,31.5,2525160,2016,"CJ McCollum","Portland Trail Blazers",0.413,10,2013,High,2525160,2016,CJ McCollum,Portland Trail Blazers
0.465,11,2013,25.3,2399040,2016,"Michael Carter-Williams","Milwaukee Bucks",0.465,11,2013,High,2399040,2016,Michael Carter-Williams,Milwaukee Bucks
0.568,12,2013,26.8,2279040,2016,"Steven Adams","Oklahoma City Thunder",0.568,12,2013,High,2279040,2016,Steven Adams,Oklahoma City Thunder
0.625,13,2013,22.1,2165160,2016,"Kelly Olynyk","Boston Celtics",0.625,13,2013,Medium,2165160,2016,Kelly Olynyk,Boston Celtics
0.364,14,2013,17.2,2056920,2016,"Shabazz Muhammad","Minnesota Timberwolves",0.364,14,2013,Medium,2056920,2016,Shabazz Muhammad,Minnesota Timberwolves
0.465,15,2013,32.5,1953960,2016,"Giannis Antetokounmpo","Milwaukee Bucks",0.465,15,2013,High,1953960,2016,Giannis Antetokounmpo,Milwaukee Bucks
0.636,16,2013,12.4,1842000,2016,"Lucas Nogueira","Toronto Raptors",0.636,16,2013,Medium,1842000,2016,Lucas Nogueira,Toronto Raptors
0.333,48,2013,19.2,1724250,2016,"Ryan Kelly","Los Angeles Lakers",0.333,48,2013,Medium,1724250,2016,Ryan Kelly,Los Angeles Lakers
0.419,55,2013,13.6,1709719,2016,"Joffrey Lauvergne","Denver Nuggets",0.419,55,2013,Medium,1709719,2016,Joffrey Lauvergne,Denver Nuggets
0.214,19,2013,11.7,1599840,2016,"Sergey Karasev","Brooklyn Nets",0.214,19,2013,Low,1599840,2016,Sergey Karasev,Brooklyn Nets
0.477,20,2013,21.9,1535880,2016,"Tony Snell","Chicago Bulls",0.477,20,2013,Medium,1535880,2016,Tony Snell,Chicago Bulls
0.214,18,2013,19.1,1500000,2016,"Shane Larkin","Brooklyn Nets",0.214,18,2013,Medium,1500000,2016,Shane Larkin,Brooklyn Nets
0.364,21,2013,20.7,1474440,2016,"Gorgui Dieng","Minnesota Timberwolves",0.364,21,2013,Medium,1474440,2016,Gorgui Dieng,Minnesota Timberwolves
0.413,22,2013,22.3,1415520,2016,"Mason Plumlee","Portland Trail Blazers",0.413,22,2013,Medium,1415520,2016,Mason Plumlee,Portland Trail Blazers
0.512,23,2013,21.5,1358880,2016,"Solomon Hill","Indiana Pacers",0.512,23,2013,Medium,1358880,2016,Solomon Hill,Indiana Pacers
0.575,24,2013,27.0,1304520,2016,"Tim Hardaway Jr.","Atlanta Hawks",0.575,24,2013,High,1304520,2016,Tim Hardaway Jr.,Atlanta Hawks
0.467,25,2013,22.0,1252440,2016,"Reggie Bullock","Detroit Pistons",0.467,25,2013,Medium,1252440,2016,Reggie Bullock,Detroit Pistons
0.568,26,2013,22.2,1210800,2016,"Andre Roberson","Oklahoma City Thunder",0.568,26,2013,Medium,1210800,2016,Andre Roberson,Oklahoma City Thunder
0.644,27,2013,29.9,1175880,2016,"Rudy Gobert","Utah Jazz",0.644,27,2013,High,1175880,2016,Rudy Gobert,Utah Jazz
0.341,29,2013,14.5,1160160,2016,"Archie Goodwin","Phoenix Suns",0.341,29,2013,Medium,1160160,2016,Archie Goodwin,Phoenix Suns
0.575,44,2013,15.5, 947276,2016,"Mike Muscala","Atlanta Hawks",0.575,44,2013,Medium, 947276,2016,Mike Muscala,Atlanta Hawks
0.413,40,2013, 6.4, 947276,2016,"Grant Jerrett","Portland Trail Blazers",0.413,40,2013,Low, 947276,2016,Grant Jerrett,Portland Trail Blazers
0.413,31,2013,24.0, 947276,2016,"Allen Crabbe","Portland Trail Blazers",0.413,31,2013,Medium, 947276,2016,Allen Crabbe,Portland Trail Blazers
0.357,34,2013,20.4, 947276,2016,"Isaiah Canaan","Philadelphia 76ers",0.357,34,2013,Medium, 947276,2016,Isaiah Canaan,Philadelphia 76ers
0.636, 1,2013,12.6, 947276,2016,"Anthony Bennett","Toronto Raptors",0.636, 1,2013,Medium, 947276,2016,Anthony Bennett,Toronto Raptors
0.419,41,2013, 7.3, 947276,2016,"Jamaal Franklin","Denver Nuggets",0.419,41,2013,Low, 947276,2016,Jamaal Franklin,Denver Nuggets
0.644,39,2013,10.1, 947276,2016,"Jeff Withey","Utah Jazz",0.644,39,2013,Low, 947276,2016,Jeff Withey,Utah Jazz
0.644,47,2013,16.1, 900000,2016,"Raul Neto","Utah Jazz",0.644,47,2013,Medium, 900000,2016,Raul Neto,Utah Jazz
0.565,50,2013,20.3, 845059,2016,"James Ennis III","Memphis Grizzlies",0.565,50,2013,Medium, 845059,2016,James Ennis III,Memphis Grizzlies
0.341,42,2013,10.5, 525093,2016,"Pierre Jackson","Dallas Mavericks",0.341,42,2013,Low, 525093,2016,Pierre Jackson,Dallas Mavericks
0.341,52,2013,11.5, 111444,2016,"Lorenzo Brown","Phoenix Suns",0.341,52,2013,Low, 111444,2016,Lorenzo Brown,Phoenix Suns
0.644,46,2013, 8.7,  99418,2016,"Erick Green","Utah Jazz",0.644,46,2013,Low,  99418,2016,Erick Green,Utah Jazz
